sku_id,category,name,mrp,discount,available_quantity,selling_price,weight,out_of_stock,quantity,revenue,inventory_value,price_per_gram,estimated_profit,weight_category,city,state,region,latitude,longitude,warehouse,reorder_level,stock_status,revenue_band
1018,Munchies,Sugarfree Gold Low Calorie Sweetner,185.0,5,3,175.0,300,False,300,525.0,555.0,0.5833333333333334,94.5,Small,Delhi,Delhi,North,28.7041,77.1025,WH-DEL-01,5,Low Stock,Medium Revenue
1019,Munchies,Cantina Beans Mexican Beans,250.0,14,6,213.0,410,False,410,1278.0,1500.0,0.5195121951219512,230.03999999999996,Small,Bengaluru,Karnataka,South,12.9716,77.5946,WH-BLR-01,5,Healthy Stock,High Revenue
1020,Munchies,Pillsbury Oven Cake Mix - Vanilla,175.0,10,6,156.0,225,False,225,936.0,1050.0,0.6933333333333334,168.48,Small,Hyderabad,Telangana,South,17.385,78.4867,WH-HYD-01,5,Healthy Stock,Medium Revenue
1021,Munchies,Hershey's Chocolate Milk Booster,200.0,0,6,200.0,450,False,450,1200.0,1200.0,0.4444444444444444,216.0,Small,Chennai,Tamil Nadu,South,13.0827,80.2707,WH-CHE-01,5,Healthy Stock,High Revenue
1022,Munchies,Popular Essentials Byadagi Chilli Stemless,80.0,0,6,80.0,100,False,100,480.0,480.0,0.8,86.39999999999999,Small,Pune,Maharashtra,West,18.5204,73.8567,WH-PUN-01,5,Healthy Stock,Medium Revenue
1023,Munchies,Suhana Spice Mix - Chicken Biryani,66.0,0,6,66.0,50,False,50,396.0,396.0,1.32,71.28,Small,Kolkata,West Bengal,East,22.5726,88.3639,WH-KOL-01,5,Healthy Stock,Medium Revenue
1024,Munchies,Praakritik Organic Yellow Moon Dal,135.0,0,6,135.0,500,False,500,810.0,810.0,0.27,145.8,Medium,Ahmedabad,Gujarat,West,23.0225,72.5714,WH-AMD-01,5,Healthy Stock,Medium Revenue
1025,Munchies,Maggi Magic Cubes Extra Chicken,199.0,10,6,179.0,240,False,240,1074.0,1194.0,0.7458333333333333,193.32,Small,Mumbai,Maharashtra,West,19.076,72.8777,WH-MUM-01,5,Healthy Stock,High Revenue
1026,Munchies,Dhara Filtered Groundnut Oil (Jar),1050.0,0,2,1050.0,5000,False,5,2100.0,2100.0,0.21,378.0,Large,Delhi,Delhi,North,28.7041,77.1025,WH-DEL-01,5,Low Stock,High Revenue
1027,Munchies,24 Mantra Sona Masuri Brown Rice,475.0,10,6,423.0,5000,False,5,2538.0,2850.0,0.0846,456.84000000000003,Large,Bengaluru,Karnataka,South,12.9716,77.5946,WH-BLR-01,5,Healthy Stock,High Revenue
1028,Munchies,24 Mantra Organic Pancharatna Dal - Split,130.0,7,6,120.0,500,False,500,720.0,780.0,0.24,129.6,Medium,Hyderabad,Telangana,South,17.385,78.4867,WH-HYD-01,5,Healthy Stock,Medium Revenue
1029,Munchies,24 Mantra Organic Cumin Powder,70.0,0,6,70.0,100,False,100,420.0,420.0,0.7,75.6,Small,Chennai,Tamil Nadu,South,13.0827,80.2707,WH-CHE-01,5,Healthy Stock,Medium Revenue
1030,Munchies,Popular Essentials Samba Broken Wheat,100.0,11,6,89.0,500,False,500,534.0,600.0,0.178,96.12,Medium,Pune,Maharashtra,West,18.5204,73.8567,WH-PUN-01,5,Healthy Stock,Medium Revenue
1031,Munchies,Betty Crocker Chocolate Fudge Cake Mix,295.0,0,6,295.0,475,False,475,1770.0,1770.0,0.6210526315789474,318.6,Small,Kolkata,West Bengal,East,22.5726,88.3639,WH-KOL-01,5,Healthy Stock,High Revenue
1032,Munchies,Borges Extra Light Olive Oil Bottle ,2600.0,46,6,1399.0,2000,False,2,8394.0,15600.0,0.6995,1510.92,Large,Ahmedabad,Gujarat,West,23.0225,72.5714,WH-AMD-01,5,Healthy Stock,High Revenue
1033,Munchies,Flying Bird Premium Orange Artificial Food Essence,60.0,0,6,60.0,20,False,20,360.0,360.0,3.0,64.8,Small,Mumbai,Maharashtra,West,19.076,72.8777,WH-MUM-01,5,Healthy Stock,Low Revenue
1034,Munchies,Popular Essentials Red Cherry/Gundu Chilli,95.0,0,6,95.0,100,False,100,570.0,570.0,0.95,102.6,Small,Delhi,Delhi,North,28.7041,77.1025,WH-DEL-01,5,Healthy Stock,Medium Revenue
1035,Munchies,Super Saver Kolam Rice Sortex Clean ,700.0,10,3,630.0,5000,False,5,1890.0,2100.0,0.126,340.2,Large,Bengaluru,Karnataka,South,12.9716,77.5946,WH-BLR-01,5,Low Stock,High Revenue
1036,Munchies,Flying Bird Food Essence - Kewra,50.0,0,6,50.0,20,False,20,300.0,300.0,2.5,54.0,Small,Hyderabad,Telangana,South,17.385,78.4867,WH-HYD-01,5,Healthy Stock,Low Revenue
1037,Munchies,MTR Vada Breakfast,200.0,0,1,200.0,500,False,500,200.0,200.0,0.4,36.0,Medium,Chennai,Tamil Nadu,South,13.0827,80.2707,WH-CHE-01,5,Low Stock,Low Revenue
1038,Munchies,On1y Pasta Seasoning,99.0,0,6,99.0,30,False,30,594.0,594.0,3.3,106.92,Small,Pune,Maharashtra,West,18.5204,73.8567,WH-PUN-01,5,Healthy Stock,Medium Revenue
1039,Munchies,Praakritik Organic Indrayani Rice,70.0,0,6,70.0,500,False,500,420.0,420.0,0.14,75.6,Medium,Kolkata,West Bengal,East,22.5726,88.3639,WH-KOL-01,5,Healthy Stock,Medium Revenue
1040,Munchies,On1y Pizza Seasoning,99.0,0,6,99.0,28,False,28,594.0,594.0,3.5357142857142856,106.92,Small,Ahmedabad,Gujarat,West,23.0225,72.5714,WH-AMD-01,5,Healthy Stock,Medium Revenue
1041,Munchies,Kitchens of India Mutter Paneer Mix,120.0,30,4,84.0,285,False,285,336.0,480.0,0.29473684210526313,60.48,Small,Mumbai,Maharashtra,West,19.076,72.8777,WH-MUM-01,5,Low Stock,Low Revenue
1042,Munchies,Aashirvaad Svasti Cow Ghee Tetra Pack,295.0,0,6,295.0,500,False,500,1770.0,1770.0,0.59,318.6,Medium,Delhi,Delhi,North,28.7041,77.1025,WH-DEL-01,5,Healthy Stock,High Revenue
1043,Munchies,Weikfield Cooker Cake Mix - Vanilla,95.0,0,6,95.0,150,False,150,570.0,570.0,0.6333333333333333,102.6,Small,Bengaluru,Karnataka,South,12.9716,77.5946,WH-BLR-01,5,Healthy Stock,Medium Revenue
1044,Munchies,Praakritik Organic Kapli Wheat Atta,165.0,10,6,147.0,1000,False,1,882.0,990.0,0.147,158.76,Large,Hyderabad,Telangana,South,17.385,78.4867,WH-HYD-01,5,Healthy Stock,Medium Revenue
1045,Munchies,Epicurea Sushi Rice,295.0,0,6,295.0,500,False,500,1770.0,1770.0,0.59,318.6,Medium,Chennai,Tamil Nadu,South,13.0827,80.2707,WH-CHE-01,5,Healthy Stock,High Revenue
1046,Munchies,Sugarfree Natural Green Stevia Leaves Zero Calorie,75.0,0,2,75.0,100,False,100,150.0,150.0,0.75,27.0,Small,Pune,Maharashtra,West,18.5204,73.8567,WH-PUN-01,5,Low Stock,Low Revenue
1047,Munchies,Smith & Jones Italian Spices Masala Mix,99.0,0,6,99.0,75,False,75,594.0,594.0,1.32,106.92,Small,Kolkata,West Bengal,East,22.5726,88.3639,WH-KOL-01,5,Healthy Stock,Medium Revenue
1048,Munchies,Satyam Nighties Spices  Chilli Bore,89.0,10,6,80.0,100,False,100,480.0,534.0,0.8,86.39999999999999,Small,Ahmedabad,Gujarat,West,23.0225,72.5714,WH-AMD-01,5,Healthy Stock,Medium Revenue
1049,Munchies,Weikfield Veg Jelly Crystals - Orange,45.0,2,6,44.0,90,False,90,264.0,270.0,0.4888888888888889,47.519999999999996,Small,Mumbai,Maharashtra,West,19.076,72.8777,WH-MUM-01,5,Healthy Stock,Low Revenue
1050,Munchies,Praakritik Organic Jumbo Rolled Oats,190.0,11,6,169.0,500,False,500,1014.0,1140.0,0.338,182.51999999999998,Medium,Delhi,Delhi,North,28.7041,77.1025,WH-DEL-01,5,Healthy Stock,High Revenue
1051,Munchies,On1y Sea Salt Grinder,89.0,0,6,89.0,100,False,100,534.0,534.0,0.89,96.12,Small,Bengaluru,Karnataka,South,12.9716,77.5946,WH-BLR-01,5,Healthy Stock,Medium Revenue
1052,Munchies,Delight Nuts Berries Mix ,399.0,20,6,319.0,200,False,200,1914.0,2394.0,1.595,344.52,Small,Hyderabad,Telangana,South,17.385,78.4867,WH-HYD-01,5,Healthy Stock,High Revenue
1053,Munchies,Everest Kesari Milk Masala,205.0,0,6,205.0,50,False,20,1230.0,1230.0,4.1,221.39999999999998,Small,Chennai,Tamil Nadu,South,13.0827,80.2707,WH-CHE-01,5,Healthy Stock,High Revenue
1054,Munchies,Praakritik Organic Ginger Powder,139.0,10,6,125.0,100,False,100,750.0,834.0,1.25,135.0,Small,Pune,Maharashtra,West,18.5204,73.8567,WH-PUN-01,5,Healthy Stock,Medium Revenue
1055,Munchies,Suhana Mutton Gravy Mix,45.0,0,4,45.0,80,False,80,180.0,180.0,0.5625,32.4,Small,Kolkata,West Bengal,East,22.5726,88.3639,WH-KOL-01,5,Low Stock,Low Revenue
1056,Munchies,On1y Salad Seasoning Grinder,139.0,0,6,139.0,45,False,45,834.0,834.0,3.088888888888889,150.12,Small,Ahmedabad,Gujarat,West,23.0225,72.5714,WH-AMD-01,5,Healthy Stock,Medium Revenue
1057,Munchies,Figaro Pure Olive Oil,325.0,8,1,299.0,200,False,200,299.0,325.0,1.495,53.82,Small,Mumbai,Maharashtra,West,19.076,72.8777,WH-MUM-01,5,Low Stock,Low Revenue
1058,Munchies,Madhur Sugar,60.0,6,0,56.0,1000,True,1,0.0,0.0,0.056,0.0,Large,Delhi,Delhi,North,28.7041,77.1025,WH-DEL-01,5,Out of Stock,Low Revenue
1059,Munchies,Amul Fresh Cream,63.0,0,0,63.0,250,True,250,0.0,0.0,0.252,0.0,Small,Bengaluru,Karnataka,South,12.9716,77.5946,WH-BLR-01,5,Out of Stock,Low Revenue
1060,Munchies,Madhur Pure And Hygienic Sugar,295.0,9,0,266.0,5000,True,5,0.0,0.0,0.0532,0.0,Large,Hyderabad,Telangana,South,17.385,78.4867,WH-HYD-01,5,Out of Stock,Low Revenue
1061,Munchies,Satyam Poha Jada,35.0,8,0,32.0,500,True,500,0.0,0.0,0.064,0.0,Medium,Chennai,Tamil Nadu,South,13.0827,80.2707,WH-CHE-01,5,Out of Stock,Low Revenue
1062,Munchies,Aashirvaad Superior MP Whole Wheat Atta,53.0,1,0,52.0,1000,True,1,0.0,0.0,0.052,0.0,Large,Pune,Maharashtra,West,18.5204,73.8567,WH-PUN-01,5,Out of Stock,Low Revenue
1063,Munchies,Fortune Soyabean Oil,210.0,13,0,181.0,1000,True,1,0.0,0.0,0.181,0.0,Large,Kolkata,West Bengal,East,22.5726,88.3639,WH-KOL-01,5,Out of Stock,Low Revenue
1064,Munchies,Maggi Masala Ae Magic,58.0,6,0,54.0,72,True,72,0.0,0.0,0.75,0.0,Small,Ahmedabad,Gujarat,West,23.0225,72.5714,WH-AMD-01,5,Out of Stock,Low Revenue
1065,Munchies,Aashirvaad Iodised Salt ,22.0,13,0,19.0,1000,True,1,0.0,0.0,0.019,0.0,Large,Mumbai,Maharashtra,West,19.076,72.8777,WH-MUM-01,5,Out of Stock,Low Revenue
1066,Munchies,Maggi 2-Minute Instant Noodles - Masala,44.0,0,0,44.0,280,True,280,0.0,0.0,0.15714285714285714,0.0,Small,Delhi,Delhi,North,28.7041,77.1025,WH-DEL-01,5,Out of Stock,Low Revenue
1067,Munchies,Popular Essentials Phool Makhana (Jumbo Size),150.0,14,0,128.0,100,True,100,0.0,0.0,1.28,0.0,Small,Bengaluru,Karnataka,South,12.9716,77.5946,WH-BLR-01,5,Out of Stock,Low Revenue
1068,Munchies,Aashirvaad Atta With Mutigrains,315.0,8,0,287.0,5000,True,5,0.0,0.0,0.0574,0.0,Large,Hyderabad,Telangana,South,17.385,78.4867,WH-HYD-01,5,Out of Stock,Low Revenue
1069,Munchies,Tata Sampann Poha,44.0,6,0,41.0,500,True,500,0.0,0.0,0.082,0.0,Medium,Chennai,Tamil Nadu,South,13.0827,80.2707,WH-CHE-01,5,Out of Stock,Low Revenue
1070,Munchies,Fortune Besan Flour,120.0,0,0,120.0,1000,True,1,0.0,0.0,0.12,0.0,Large,Pune,Maharashtra,West,18.5204,73.8567,WH-PUN-01,5,Out of Stock,Low Revenue
1071,Munchies,Popular Essentials Toor Dal (Un-Polished),80.0,7,0,74.0,500,True,500,0.0,0.0,0.148,0.0,Medium,Kolkata,West Bengal,East,22.5726,88.3639,WH-KOL-01,5,Out of Stock,Low Revenue
1072,Munchies,Everest Tikhalal Hot & Red Chilly Powder,47.0,2,0,46.0,100,True,100,0.0,0.0,0.46,0.0,Small,Ahmedabad,Gujarat,West,23.0225,72.5714,WH-AMD-01,5,Out of Stock,Low Revenue
1073,Munchies,Popular Essentials Chia Seeds,50.0,2,0,49.0,100,True,100,0.0,0.0,0.49,0.0,Small,Mumbai,Maharashtra,West,19.076,72.8777,WH-MUM-01,5,Out of Stock,Low Revenue
1074,Munchies,Tata Sampann Unpolished Toor Dal/Arhar Dal,179.0,1,0,177.0,1000,True,200,0.0,0.0,0.177,0.0,Large,Delhi,Delhi,North,28.7041,77.1025,WH-DEL-01,5,Out of Stock,Low Revenue
1075,Munchies,Everest Coriander Powder,32.0,3,0,31.0,100,True,100,0.0,0.0,0.31,0.0,Small,Bengaluru,Karnataka,South,12.9716,77.5946,WH-BLR-01,5,Out of Stock,Low Revenue
1076,Munchies,Satyam Thin Poha Patla,38.0,7,0,35.0,500,True,500,0.0,0.0,0.07,0.0,Medium,Hyderabad,Telangana,South,17.385,78.4867,WH-HYD-01,5,Out of Stock,Low Revenue
1077,Munchies,Popular Essentials Sona Masouri Raw Rice,75.0,0,0,75.0,1000,True,1,0.0,0.0,0.075,0.0,Large,Chennai,Tamil Nadu,South,13.0827,80.2707,WH-CHE-01,5,Out of Stock,Low Revenue
1078,Munchies,Tata Sampann High Protien Chana Dal - Split,64.0,0,0,64.0,500,True,500,0.0,0.0,0.128,0.0,Medium,Pune,Maharashtra,West,18.5204,73.8567,WH-PUN-01,5,Out of Stock,Low Revenue
1079,Munchies,Satyam Singdana ,119.0,6,0,111.0,500,True,500,0.0,0.0,0.222,0.0,Medium,Kolkata,West Bengal,East,22.5726,88.3639,WH-KOL-01,5,Out of Stock,Low Revenue
1080,Munchies,Tata Sampann Moong Chilka ,88.0,6,0,82.0,500,True,500,0.0,0.0,0.164,0.0,Medium,Ahmedabad,Gujarat,West,23.0225,72.5714,WH-AMD-01,5,Out of Stock,Low Revenue
1081,Munchies,Tata Sampann High Protien Toor Dal - Split,91.0,2,0,89.0,500,True,500,0.0,0.0,0.178,0.0,Medium,Mumbai,Maharashtra,West,19.076,72.8777,WH-MUM-01,5,Out of Stock,Low Revenue
1082,Munchies,Ching's Chow Mein Hakka Noodles Masala,10.0,0,0,10.0,20,True,20,0.0,0.0,0.5,0.0,Small,Delhi,Delhi,North,28.7041,77.1025,WH-DEL-01,5,Out of Stock,Low Revenue
1083,Munchies,Everest Chat Masala,65.0,9,0,59.0,100,True,100,0.0,0.0,0.59,0.0,Small,Bengaluru,Karnataka,South,12.9716,77.5946,WH-BLR-01,5,Out of Stock,Low Revenue
1084,Munchies,Popular Essentials Black Brown Chana (Un-Polished),55.0,9,0,50.0,500,True,500,0.0,0.0,0.1,0.0,Medium,Hyderabad,Telangana,South,17.385,78.4867,WH-HYD-01,5,Out of Stock,Low Revenue
1085,Munchies,Dabur Ginger Garlic Paste,50.0,6,0,47.0,200,True,200,0.0,0.0,0.235,0.0,Small,Chennai,Tamil Nadu,South,13.0827,80.2707,WH-CHE-01,5,Out of Stock,Low Revenue
1086,Munchies,Ching's Secret Veg Hakka Noodles,107.0,0,0,107.0,600,True,600,0.0,0.0,0.17833333333333334,0.0,Medium,Pune,Maharashtra,West,18.5204,73.8567,WH-PUN-01,5,Out of Stock,Low Revenue
1087,Munchies,Saffola Oats 100 % Natural,15.0,0,0,15.0,38,True,38,0.0,0.0,0.39473684210526316,0.0,Small,Kolkata,West Bengal,East,22.5726,88.3639,WH-KOL-01,5,Out of Stock,Low Revenue
1088,Munchies,Everest Kashmiri Lal Chilli Powder,310.0,10,0,279.0,500,True,500,0.0,0.0,0.558,0.0,Medium,Ahmedabad,Gujarat,West,23.0225,72.5714,WH-AMD-01,5,Out of Stock,Low Revenue
1089,Munchies,Popular Essentials Black Raisins Seedless,60.0,10,0,54.0,100,True,100,0.0,0.0,0.54,0.0,Small,Mumbai,Maharashtra,West,19.076,72.8777,WH-MUM-01,5,Out of Stock,Low Revenue
1090,Munchies,Daawat Rozana Super Basmati Rice,79.0,0,0,79.0,1000,True,1,0.0,0.0,0.079,0.0,Large,Delhi,Delhi,North,28.7041,77.1025,WH-DEL-01,5,Out of Stock,Low Revenue
1091,Munchies,Everest Cumin Powder (Jeera),30.0,3,0,29.0,50,True,50,0.0,0.0,0.58,0.0,Small,Bengaluru,Karnataka,South,12.9716,77.5946,WH-BLR-01,5,Out of Stock,Low Revenue
1092,Munchies,Everest Sambhar Masala,34.0,2,0,33.0,50,True,50,0.0,0.0,0.66,0.0,Small,Hyderabad,Telangana,South,17.385,78.4867,WH-HYD-01,5,Out of Stock,Low Revenue
1093,Munchies,Maggi Chilly Chow Cuppa Noodles,50.0,0,0,50.0,70,True,70,0.0,0.0,0.7142857142857143,0.0,Small,Chennai,Tamil Nadu,South,13.0827,80.2707,WH-CHE-01,5,Out of Stock,Low Revenue
1094,Munchies,Popular Essentials Mustard Seeds Rai Big,20.0,0,0,20.0,100,True,100,0.0,0.0,0.2,0.0,Small,Pune,Maharashtra,West,18.5204,73.8567,WH-PUN-01,5,Out of Stock,Low Revenue
1095,Munchies,Patanjali Cow's Ghee,565.0,0,0,565.0,1000,True,1,0.0,0.0,0.565,0.0,Large,Kolkata,West Bengal,East,22.5726,88.3639,WH-KOL-01,5,Out of Stock,Low Revenue
1096,Munchies,Everest Amchur Powder,42.0,2,0,41.0,50,True,50,0.0,0.0,0.82,0.0,Small,Ahmedabad,Gujarat,West,23.0225,72.5714,WH-AMD-01,5,Out of Stock,Low Revenue
1097,Munchies,Daawat Super Basmati Rice,185.0,8,0,169.0,1000,True,1,0.0,0.0,0.169,0.0,Large,Mumbai,Maharashtra,West,19.076,72.8777,WH-MUM-01,5,Out of Stock,Low Revenue
1098,Munchies,Popular Essentials Sabudana,60.0,10,0,54.0,500,True,500,0.0,0.0,0.108,0.0,Medium,Delhi,Delhi,North,28.7041,77.1025,WH-DEL-01,5,Out of Stock,Low Revenue
1099,Munchies,Popular Essentials Brown Sugar,40.0,0,0,40.0,500,True,500,0.0,0.0,0.08,0.0,Medium,Bengaluru,Karnataka,South,12.9716,77.5946,WH-BLR-01,5,Out of Stock,Low Revenue
1100,Munchies,Everest Coriander Powder,70.0,10,0,63.0,200,True,200,0.0,0.0,0.315,0.0,Small,Hyderabad,Telangana,South,17.385,78.4867,WH-HYD-01,5,Out of Stock,Low Revenue
1101,Munchies,Sunfeast Yippee! Magic Masala Noodles,48.0,6,0,45.0,240,True,240,0.0,0.0,0.1875,0.0,Small,Chennai,Tamil Nadu,South,13.0827,80.2707,WH-CHE-01,5,Out of Stock,Low Revenue
1102,Munchies,Tata Tea Gold,35.0,0,0,35.0,100,True,200,0.0,0.0,0.35,0.0,Small,Pune,Maharashtra,West,18.5204,73.8567,WH-PUN-01,5,Out of Stock,Low Revenue
1103,Munchies,Daawat Rozana Gold Basmati Rice,90.0,1,0,89.0,1000,True,1,0.0,0.0,0.089,0.0,Large,Kolkata,West Bengal,East,22.5726,88.3639,WH-KOL-01,5,Out of Stock,Low Revenue
1104,Munchies,Top Ramen Masala,91.0,9,0,82.0,560,True,560,0.0,0.0,0.14642857142857144,0.0,Medium,Ahmedabad,Gujarat,West,23.0225,72.5714,WH-AMD-01,5,Out of Stock,Low Revenue
1105,Munchies,Everest Turmeric Powder,67.0,10,0,60.0,200,True,200,0.0,0.0,0.3,0.0,Small,Mumbai,Maharashtra,West,19.076,72.8777,WH-MUM-01,5,Out of Stock,Low Revenue
1106,Munchies,Popular Essentials Buckwheat Flour (Kuttu Atta),125.0,9,0,113.0,500,True,500,0.0,0.0,0.226,0.0,Medium,Delhi,Delhi,North,28.7041,77.1025,WH-DEL-01,5,Out of Stock,Low Revenue
1107,Munchies,Keya Italian Pizza Oregano,109.0,11,0,97.0,80,True,80,0.0,0.0,1.2125,0.0,Small,Bengaluru,Karnataka,South,12.9716,77.5946,WH-BLR-01,5,Out of Stock,Low Revenue
1108,Munchies,Chef's Basket Durum Wheat Penne Pasta,160.0,50,0,80.0,500,True,500,0.0,0.0,0.16,0.0,Medium,Hyderabad,Telangana,South,17.385,78.4867,WH-HYD-01,5,Out of Stock,Low Revenue
1109,Munchies,Tata Sampann Kala Chana,125.0,0,0,125.0,1000,True,1,0.0,0.0,0.125,0.0,Large,Chennai,Tamil Nadu,South,13.0827,80.2707,WH-CHE-01,5,Out of Stock,Low Revenue
1110,Munchies,India Gate Basmati Rice,210.0,0,0,210.0,1000,True,1,0.0,0.0,0.21,0.0,Large,Pune,Maharashtra,West,18.5204,73.8567,WH-PUN-01,5,Out of Stock,Low Revenue
1111,Munchies,24 Mantra Organic Whole Wheat Atta,64.0,7,0,59.0,1000,True,1,0.0,0.0,0.059,0.0,Large,Kolkata,West Bengal,East,22.5726,88.3639,WH-KOL-01,5,Out of Stock,Low Revenue
1112,Munchies,Zorabian Chicken Kheema Parathas,190.0,0,0,190.0,300,True,300,0.0,0.0,0.6333333333333333,0.0,Small,Ahmedabad,Gujarat,West,23.0225,72.5714,WH-AMD-01,5,Out of Stock,Low Revenue
1113,Munchies,Sunfeast Pasta Treat Pack of Tomato Cheese,28.0,17,0,23.0,65,True,65,0.0,0.0,0.35384615384615387,0.0,Small,Mumbai,Maharashtra,West,19.076,72.8777,WH-MUM-01,5,Out of Stock,Low Revenue
1114,Munchies,Sugarlite 50% Less Calories Sugar Pouch,99.0,40,0,59.0,500,True,500,0.0,0.0,0.118,0.0,Medium,Delhi,Delhi,North,28.7041,77.1025,WH-DEL-01,5,Out of Stock,Low Revenue
1115,Munchies,Popular Essentials Sabja/Basil Seeds,60.0,15,0,51.0,100,True,100,0.0,0.0,0.51,0.0,Small,Bengaluru,Karnataka,South,12.9716,77.5946,WH-BLR-01,5,Out of Stock,Low Revenue
1116,Munchies,Patanjali Pure Honey,95.0,0,0,95.0,250,True,250,0.0,0.0,0.38,0.0,Small,Hyderabad,Telangana,South,17.385,78.4867,WH-HYD-01,5,Out of Stock,Low Revenue
1117,Munchies,Weikfield Falooda Mix - Mango,49.0,2,0,48.0,200,True,200,0.0,0.0,0.24,0.0,Small,Chennai,Tamil Nadu,South,13.0827,80.2707,WH-CHE-01,5,Out of Stock,Low Revenue
1118,Munchies,Pro Nature Organic Sonamasoori Brown Rice,102.0,7,0,94.0,1000,True,1,0.0,0.0,0.094,0.0,Large,Pune,Maharashtra,West,18.5204,73.8567,WH-PUN-01,5,Out of Stock,Low Revenue
1119,Munchies,Maggi Special Masala Spicy Yummy Noodles,72.0,0,0,72.0,280,True,280,0.0,0.0,0.2571428571428571,0.0,Small,Kolkata,West Bengal,East,22.5726,88.3639,WH-KOL-01,5,Out of Stock,Low Revenue
1120,Munchies,Godrej Yummiez Chicken Breakfast Salami,150.0,4,0,143.0,250,True,250,0.0,0.0,0.572,0.0,Small,Ahmedabad,Gujarat,West,23.0225,72.5714,WH-AMD-01,5,Out of Stock,Low Revenue
1121,Munchies,Everest Saffron Kesar,120.0,0,0,120.0,1,True,0,0.0,0.0,120.0,0.0,Small,Mumbai,Maharashtra,West,19.076,72.8777,WH-MUM-01,5,Out of Stock,Low Revenue
1122,"Dairy, Bread & Batter",Mother Dairy Toned Milk Pouch,25.0,0,4,25.0,500,False,500,100.0,100.0,0.05,18.0,Medium,Delhi,Delhi,North,28.7041,77.1025,WH-DEL-01,5,Low Stock,Low Revenue
1123,"Dairy, Bread & Batter",Mother Dairy Classic Curd,30.0,3,6,29.0,400,False,400,174.0,180.0,0.0725,31.32,Small,Bengaluru,Karnataka,South,12.9716,77.5946,WH-BLR-01,5,Healthy Stock,Low Revenue
1124,"Dairy, Bread & Batter",Mother Dairy Ultra Full Cream Milk,31.0,0,4,31.0,500,False,500,124.0,124.0,0.062,22.32,Medium,Hyderabad,Telangana,South,17.385,78.4867,WH-HYD-01,5,Low Stock,Low Revenue
1125,"Dairy, Bread & Batter",Amul Butter - Pasteurised,50.0,2,6,49.0,100,False,100,294.0,300.0,0.49,52.92,Small,Chennai,Tamil Nadu,South,13.0827,80.2707,WH-CHE-01,5,Healthy Stock,Low Revenue
1126,"Dairy, Bread & Batter",Britannia Sandwich White Bread,33.0,0,4,33.0,350,False,350,132.0,132.0,0.09428571428571429,23.759999999999998,Small,Pune,Maharashtra,West,18.5204,73.8567,WH-PUN-01,5,Low Stock,Low Revenue
1127,"Dairy, Bread & Batter",iD Curd Pouch,35.0,2,6,34.0,400,False,400,204.0,210.0,0.085,36.72,Small,Kolkata,West Bengal,East,22.5726,88.3639,WH-KOL-01,5,Healthy Stock,Low Revenue
1128,"Dairy, Bread & Batter",iD Idli & Dosa Batter ,80.0,15,6,68.0,1000,False,1,408.0,480.0,0.068,73.44,Large,Ahmedabad,Gujarat,West,23.0225,72.5714,WH-AMD-01,5,Healthy Stock,Medium Revenue
1129,"Dairy, Bread & Batter",Britannia 100% Whole Wheat Bread,45.0,0,4,45.0,450,False,450,180.0,180.0,0.1,32.4,Small,Mumbai,Maharashtra,West,19.076,72.8777,WH-MUM-01,5,Low Stock,Low Revenue
1130,"Dairy, Bread & Batter",Britannia Healthy Slice Sandwich Bread,40.0,0,4,40.0,450,False,450,160.0,160.0,0.08888888888888889,28.799999999999997,Small,Delhi,Delhi,North,28.7041,77.1025,WH-DEL-01,5,Low Stock,Low Revenue
1131,"Dairy, Bread & Batter",Gowardhan Classic Block Fresh Paneer,89.0,8,6,81.0,200,False,200,486.0,534.0,0.405,87.48,Small,Bengaluru,Karnataka,South,12.9716,77.5946,WH-BLR-01,5,Healthy Stock,Medium Revenue
1132,"Dairy, Bread & Batter",Amul Processed Cheese Cubes,106.0,4,6,101.0,200,False,200,606.0,636.0,0.505,109.08,Small,Hyderabad,Telangana,South,17.385,78.4867,WH-HYD-01,5,Healthy Stock,Medium Revenue
1133,"Dairy, Bread & Batter",Britannia Pav,22.0,0,4,22.0,250,False,250,88.0,88.0,0.088,15.84,Small,Chennai,Tamil Nadu,South,13.0827,80.2707,WH-CHE-01,5,Low Stock,Low Revenue
1134,"Dairy, Bread & Batter",Amul Butter - Pasteurised,245.0,2,6,240.0,500,False,500,1440.0,1470.0,0.48,259.2,Medium,Pune,Maharashtra,West,18.5204,73.8567,WH-PUN-01,5,Healthy Stock,High Revenue
1135,"Dairy, Bread & Batter",Arden Eggs White,97.0,0,4,97.0,696,False,12,388.0,388.0,0.13936781609195403,69.84,Medium,Kolkata,West Bengal,East,22.5726,88.3639,WH-KOL-01,5,Low Stock,Low Revenue
1136,"Dairy, Bread & Batter",Arden Eggs White,65.0,15,4,55.0,348,False,6,220.0,260.0,0.15804597701149425,39.6,Small,Ahmedabad,Gujarat,West,23.0225,72.5714,WH-AMD-01,5,Low Stock,Low Revenue
1137,"Dairy, Bread & Batter",Nestle A+ Nourish Dahi,35.0,2,6,34.0,200,False,200,204.0,210.0,0.17,36.72,Small,Mumbai,Maharashtra,West,19.076,72.8777,WH-MUM-01,5,Healthy Stock,Low Revenue
